17.0634787,51.110551
17.0635996,51.1103722
17.0637291,51.1103299
17.0638517,51.1102898
17.064018,51.1102355
17.0641244,51.1102008
17.0642283,51.1101668
17.0643719,51.1101199
17.0644097,51.1101076
17.0645855,51.1100488
17.064977,51.1099204
17.0650199,51.1099057
17.0653026,51.109815
17.0654659,51.1097636
17.0656723,51.1096968
17.065697,51.1096853
17.0657585,51.1096568
17.0658236,51.1096267
17.0658492,51.1096148
17.0658586,51.1095947
17.0658991,51.1095653
17.0660359,51.1095177
17.0660899,51.1094999
17.0660778,51.1094833
17.0660466,51.109445
17.066005,51.1093952
17.0659913,51.1093787
17.0665009,51.1092082
17.0674197,51.1089077
17.0680774,51.1086895
17.0682179,51.1086322
17.0686363,51.1084602
17.0686559,51.1084528
17.0686274,51.1084189
17.068563,51.1083407
17.0686242,51.1083132
17.0686521,51.1083006
17.068676,51.1082934
17.0687068,51.1082841
17.0687366,51.1082751
17.0687854,51.1082604
17.0688085,51.1082534
17.068842,51.1082433
17.0689143,51.1082215
17.0690514,51.1082584
17.069189,51.10823
17.0692148,51.108226
17.0693451,51.1081985
17.0701396,51.1080306
17.0702624,51.1080046
17.0703045,51.1079952
17.0702762,51.1079613
17.0702661,51.1079492
17.0702033,51.1078779
17.0700584,51.1077281
17.0698947,51.1073922
17.069884,51.1073066
17.069808,51.1071389
17.0697692,51.1069954
17.0697389,51.1068705
17.0696959,51.1066931
17.0696639,51.1065966
17.0695867,51.1064595
17.06931,51.1060882
17.0689239,51.1055549
17.0686255,51.1051432
17.0685084,51.1049882
17.0684259,51.1048814
17.0684253,51.1048449
17.068442,51.1048092
17.068463,51.1047642
17.0690701,51.1044404
17.0690974,51.1044258
17.0696542,51.1041447
17.0702809,51.1038282
17.0705341,51.1037003
17.0706561,51.1036558
17.0706984,51.1036401
17.0708019,51.1035999
17.0709662,51.103513
17.0711056,51.1034489
17.0715449,51.103256
17.0717447,51.1031676
17.0721545,51.1029893
17.0724968,51.10288
17.0728231,51.102791
17.0745898,51.1023543
17.0750244,51.1022144
17.0764713,51.1015583
17.0774357,51.1011458
17.0784181,51.1007473
17.0790425,51.1005307
17.0791484,51.1004939
17.0793851,51.1004118
17.079718,51.1003091
17.0803534,51.1001448
17.0805362,51.1001008
17.0809844,51.0999931
17.0810063,51.0999878
17.0811558,51.0999525
17.0813589,51.0998833
17.0814509,51.099852
17.0815875,51.0997902
17.0821448,51.0995379
17.0824748,51.0993885
17.0826719,51.099296
17.0834512,51.0989709
17.0835877,51.098918
17.0840718,51.0987556
17.0845944,51.09859
17.0849734,51.0985194
17.0850523,51.0985045
17.0850669,51.0985023
17.0851415,51.0984914
17.0853362,51.0985011
17.0853805,51.0985033
17.0855893,51.0985137
17.086524,51.0985623
17.0866469,51.0985805
17.0867493,51.0986084
17.0871638,51.0988076
17.0873016,51.0988792
17.0873698,51.0989139
17.0874397,51.0989292
